UNIQUE_ID_PK,TASK_ID_FK,BASE_DOMAIN_FK,TASK_JUDG_ORDER,JUDGEMENTS,IMAGE_FOLDER_NAME,RANK_BING,RANK_GOOGLE,RANK_YAHOO,AVERAGE_RANK,AVERAGE_RANK_RND,WEIGHTED_RANK,WEIGHTED_RANK_RND,URL,TITLE,DOMAIN_NAME,SNIPPET,IMAGE_NAME,CITATIONS_FIRST_2_PARA
H_00000076,T5,healthypeople.gov,6,Correct,correct-added,9,12,7,9.333333333,9,11.304,11,https://www.healthypeople.gov/2020/tools-resources/evidence-based-resource/pit-and-fissure-sealants-for-preventing-dental-decay-in,Pit and Fissure Sealants for Preventing Dental Decay in Permanent Teeth,https://www.healthypeople.gov/,Dental sealants prevent bacterial growth that can lead to tooth decay. This systematic review aimed to compare the effects of different types of sealants in preventing caries (cavities) in permanent teeth in children and adolescents.,httpswww.healthypeople.gov2020tools-resourcesevidence-based-resourcepit-and-fissure-sealants-for-preventing-dental-decay-in,1
H_00000072,T5,ncbi.nlm.nih.gov,2,Correct,correct-added,31,2,31,21.33333333,21,5.966,6,https://www.ncbi.nlm.nih.gov/pubmed/23543512,Sealants for preventing dental decay in the permanent teeth.,https://www.ncbi.nlm.nih.gov/,BACKGROUND: Dental sealants were introduced in the 1960s to help prevent dental caries in the pits and fissures of mainly the occlusal tooth surfaces. Sealants act to prevent the growth of bacteria that can lead to dental decay. There is evidence to suggest that fissure sealants are effective in preventing caries in children and adolescents when compared to no sealants. Their effectiveness may be related to the caries prevalence in the population.,httpswww.ncbi.nlm.nih.govpubmed23543512,1
H_00000077,T5,researchgate.net,7,Correct,correct-added,6,24,15,15,15,21.381,21,https://www.researchgate.net/publication/236094826_Sealants_for_preventing_dental_decay_in_the_permanent_teeth,Sealants for preventing dental decay in the permanent teeth,https://www.researchgate.net/,Background: Dental sealants were introduced in the 1960s to help prevent dental caries in the pits and fissures of mainly the occlusal tooth surfaces. Sealants act to prevent the growth of bacteria that can lead to dental decay. There is evidence to suggest that fissure sealants are effective in preventing caries in children and adolescents when compared to no sealants.  ,httpswww.researchgate.netpublication236094826_Sealants_for_preventing_dental_decay_in_the_permanent_teeth,1
H_00000079,T5,sharecare.com,9,Correct,correct-added,29,31,9,23,23,29.506,30,https://www.sharecare.com/health/common-dental-procedures/how-dental-sealants-prevent-decay,How do dental sealants help prevent tooth decay?,https://www.sharecare.com/,"Sealants are a thin layer of plastic filling material that protect hard to brush areas. The biting surfaces of molars have deep pits and grooves. Often, tooth brush bristles do not adequately clean these surfaces. ",httpswww.sharecare.comhealthcommon-dental-procedureshow-dental-sealants-prevent-decay,0
H_00000062,T5,blog.sfgate.com,1,Incorrect,incorrect,555,555,555,555,555,555,555,http://blog.sfgate.com/sfmoms/2010/09/08/bpa-in-dental-sealants-what-parents-need-to-know/,BPA in dental sealants: What parents need to know,http://blog.sfgate.com/,"Bisphenol A, better known as BPA, is a controversial substance that some experts think is harmless, while others believe it's causing all sorts of problems in kids, from ADHD to early onset puberty. If you're a parent, you probably know that BPA is found in some hard plastic bottles and the linings of canned food but did you know that it's also often in dental sealants? A new study says you probably don't need to worry about your kids getting sealants but pregnant women should steer clear.",httpblog.sfgate.comsfmoms20100908bpa-in-dental-sealants-what-parents-need-to-know,1
H_00000064,T5,drvee.wordpress.com,3,Incorrect,incorrect,555,555,555,555,555,555,555,http://drvee.wordpress.com/2008/10/31/dental-sealants/,Health Risks from Dental Sealants,http://drvee.wordpress.com/,"It's funny what gets passed off as ""preventive dentistry"" for kids. Brushing, flossing, good nutrition and healthy lifestyle habits seem to be considered much too hard to instill in children. So instead, dentists turn to things like fluoride treatments, even though fluoride is a known neurotoxin, and sealants, even though they contain BPA and other toxic materials. A sealant is basically a protective covering on the teeth. It's made of a resin material, similar to composite (the stuff used to make ""white"" fillings), which is placed directly on the molars and allowed to seep into the crevices.",httpdrvee.wordpress.com20081031dental-sealants,0
H_00000069,T5,healthland.time.com,8,Incorrect,incorrect,555,555,555,555,555,555,555,http://healthland.time.com/2010/09/13/would-you-like-some-bpa-with-that-dental-sealant-dear/,"Would You Like Some BPA With That Dental Sealant, Dear?",http://healthland.time.com/,"Over the summer, my second-grader apparently binged on BPA, that controversial chemical that may or may not act as a hormone disrupter, depending whom you believe. No, he hadn't been sipping from contaminated SIGG bottles or licking the linings of SpaghettiO's cans. He'd been taking care of his choppers, like a responsible 7-year-old, opening wide as his pediatric dentist painted a sealant on his teeth.",httphealthland.time.com20100913would-you-like-some-bpa-with-that-dental-sealant-dear,0
H_00000063,T5,curetoothdecay.com,2,Incorrect,incorrect,555,555,555,555,555,555,555,http://www.curetoothdecay.com/Dentistry/dental_sealants.htm,Dental Sealants,http://www.curetoothdecay.com/,"Dental Sealants are a plastic or synthetic coating placed on your tooth surface which are designed to ""prevent dental decay."" Are they safe or effective? The claim is that, ""Sealants can provide 100% protection from dental decay or ""cavities"" on the chewing surface."" If this were true, then everybody could just get a dental sealant and nobody would have cavities.",httpwww.curetoothdecay.comDentistrydental_sealants.htm,0
H_00000068,T5,greenamerica.org,7,Incorrect,incorrect,555,555,555,555,555,555,555,http://www.greenamerica.org/livinggreen/dentistry.cfm,Least-Toxic Dentistry,http://www.greenamerica.org/,"Mercury fillings, dental sealants, and root canals may be linked to health problems. Here's what you need to know to stay safe. When you visit the dentist, you're probably hoping that you'll get a clean bill of dental health. Keep in mind, though, that you should also be looking closely at the health of your dentist's office. Many dental procedures that have been used for years-from fluoride applications to amalgam fillings to root canals-are now under scrutiny for their possible role in causing health problems. Learning about the issues surrounding these procedures can make you a more informed and safer dental patient.",httpwww.greenamerica.orglivinggreendentistry.cfm,0
H_00000070,T5,icnr.com,9,Incorrect,incorrect,555,555,555,555,555,555,555,http://www.icnr.com/articles/dental-sealant-toxicity.html,Dental Sealant Toxicity,http://www.icnr.com/,"Neurocutaneous Syndrome (NCS), a dermatological and neurological disorder. Abstract: Neurocutaneous syndrome (NCS), a newly discovered toxicity disorder, is described in light of our new understanding of its relationships with the causative agents included in the dental liners used in afflicted patients. NCS is characterized by neurological sensations, pain, depleted energy and memory loss as well as itchy cutaneous lesions that may invite various opportunistic infections. ",httpwww.icnr.comarticlesdental-sealant-toxicity,0
H_00000066,T5,yourorganicchild.com,5,Incorrect,incorrect,555,555,555,555,555,555,555,http://yourorganicchild.com/health/the-dangers-of-dental-sealants/,The Dangers of Dental Sealants,http://yourorganicchild.com/,"I just read an article saying that dental sealants are dangerous. This was an eye opener considering I just had sealants put on my sons 6 year molars. After reading the article I called the dentist and asked if they can be removed and told them why. Of course, I was told that they never heard of this. They are supposed to call me back to let me know if they can remove them. Sealants contain BPA. The same chemical that was once in baby bottles and was removed. Recent studies have further detailed the health impact of this substance, reported on at News Inferno:",httpyourorganicchild.comhealththe-dangers-of-dental-sealants,2
H_00000008,T6,answers.com,9,Correct,correct,31,31,31,31,31,31,31,http://www.answers.com/Q/Does_coffee_help_asthma,Does coffee help asthma?,http://www.answers.com/,"Absolutely YES!! I have had a really bad asthma problem this morning and I had taken quite enough ventolin but the problem persisted. However, after having a hot strong coffee, my problem almost evaporated! Go onto Google and type in 'coffee asthma' and you will see plenty of evidence to support my experience. You still need medication of course, but coffee is a good back-up. There are a couple of reason why it can help in an mild acute attack ",httpwww.answers.comQDoes_coffee_help_asthma,0
H_00000001,T6,health.com,2,Correct,correct,12,9,10,10.33333333,10,9.186,9,"http://www.health.com/health/gallery/0,,20672020_5,00.html",13 Best and Worst Foods for Your Lungs,http://www.health.com/,"Coffee Best It seems that every week there's a new headline on how caffeine might-or might not-affect your health. With regards to asthma, at least, caffeine is emerging as a good guy.",httpwww.health.comhealthgallery020672020_500,0
H_00000000,T6,ncbi.nlm.nih.gov,1,Correct,correct,1,1,1,1,1,1,1,http://www.ncbi.nlm.nih.gov/pubmed/11687099,Caffeine for Asthma,http://www.ncbi.nlm.nih.gov/,"Abstract BACKGROUND: Caffeine has a variety of pharmacological effects. It is chemically related to the drug theophylline which is used to treat asthma. Accordingly, interest has been expressed in its potential role as an asthma treatment. A number of studies have explored the effects of caffeine in asthma, this is the first review to systematically examine and summarise the evidence.",httpwww.ncbi.nlm.nih.govpubmed11687099,1
H_00000002,T6,nytimes.com,3,Correct,correct,4,5,5,4.666666667,5,4.805,5,http://www.nytimes.com/2010/11/30/health/30really.html,The Claim: A Cup of Coffee can Ease the Symptoms of Asthma,http://www.nytimes.com/,"THE FACTS Caffeine is known more as a pick-me-up than a home remedy, but for years scientists have wondered whether it may have benefits for people with asthma. The suspicion stems in part from its chemical structure, which resembles that of theophylline, a common asthma medication that relaxes the airway muscles and relieves wheezing, shortness of breath and other respiratory problems.",httpwww.nytimes.com20101130health30really,1
H_00000004,T6,peoplespharmacy.com,5,Correct,correct,13,11,7,10.33333333,10,10.88,11,http://www.peoplespharmacy.com/2009/07/06/caffeine-helps/,Caffeine Helps Open Airways,http://www.peoplespharmacy.com/,"Q. Is it true that coffee can help an asthma attack if you don't have your medicine handy? A. Caffeine acts somewhat like a traditional asthma medicine (theophylline). A review of the scientific literature says that caffeine modestly improves airway function for up to four hours (Cochrane Database of Systematic Reviews, 2001, No. 4).",httpwww.peoplespharmacy.com20090706caffeine-helps,1
H_00000006,T6,thecrimson.com,7,Correct,correct,2,10,9,7,7,8.947,9,http://www.thecrimson.com/article/1993/11/2/can-coffee-help-asthma-sufferers-pcoffee/,Can Coffee Help Asthma Sufferers?,http://www.thecrimson.com/,"Coffee drinkers who suffer from asthma can breathe a sigh of relief: according to a study performed by a Harvard physician, asthmatic coffee drinkers suffer nearly one-third fewer symptoms of asthma than those who live without java. Dr. Scott T. Weiss, associate professor of medicine at the Medical School and associate physician at Brigham and Women's Hospital, concluded from a study of more than 20,000 patients that caffeine might serve to relax the constricted lung tissues which cause asthma.",httpwww.thecrimson.comarticle1993112can-coffee-help-asthma-sufferers-pcoffee,1
H_00000024,T6,thehealthsite.com,8,Correct,correct-added,3,12,4,6.333333333,6,10.575,11,http://www.thehealthsite.com/diseases-conditions/having-an-asthma-attack-drink-a-cup-of-black-coffee-v0116/,"A cup of hot, black coffee can act as first-aid in case of a sudden asthma attack",http://www.thehealthsite.com/,"Believe it or not, but bitter coffee can help abort an asthma attack and act as first aid in case of an emergency.",httpwww.thehealthsite.comdiseases-conditionshaving-an-asthma-attack-drink-a-cup-of-black-coffee-v0116,2
H_00000005,T6,wikihow.com,6,Correct,correct,31,31,31,31,31,31,31,http://www.wikihow.com/Treat-Asthma-Attacks,How to Treat Asthma Attacks,http://www.wikihow.com/,"Witnessing someone suddenly have trouble breathing can be terrifying, especially if you do not know what to do. It is important to stay calm and follow these steps for determining the cause of their breathing problem, treating an asthma attack with an inhaler, or for providing alternative treatments for asthmatics without an inhaler. If in doubt, call emergency services immediately.",httpwww.wikihow.comTreat-Asthma-Attacks,0
H_00000021,T6,asthma.net,5,Correct,correct-added,3,3,3,3,3,2.946,3,https://asthma.net/living/coffee-whats-the-deal/,Coffee and asthma: What's the deal?,https://asthma.net/,"Hold on there, slow down that heart rate. Don't worry: there's no connection between coffee and developing asthma or anything of that nature. In this post, I'm looking into the connection of why coffee might be good for asthma.",httpsasthma.netlivingcoffee-whats-the-deal,0
H_00000018,T6,asthma.net,2,Correct,correct-added,7,2,8,5.666666667,6,2.687,3,https://asthma.net/living/the-effects-of-coffee-on-asthma/,The effects of coffee on asthma,https://asthma.net/,"I rarely ever drank coffee until I was 40. Then, for some inexplicable reason, I became a coffee fiend, drinking 6-7 cups of coffee every day. Then I quit cold turkey. As I sit here today, sipping on a hot tea, I wonder: what effect, if any, does coffee have on asthma?",httpsasthma.netlivingthe-effects-of-coffee-on-asthma,0
H_00000019,T6,asthma.newlifeoutlook.com,3,Correct,correct-added,4,31,3,12.66666667,13,26.683,27,https://asthma.newlifeoutlook.com/coffee-asthma/,Could Drinking Coffee Really Help With Asthma Symptoms?,https://asthma.newlifeoutlook.com/,Let's say you are off on a vacation and ran out of your rescue inhaler. What will you do if you have an asthma attack?,httpsasthma.newlifeoutlook.comcoffee-asthma,0
H_00000020,T6,healthhearty.com,4,Correct,correct-added,6,31,5,14,14,26.959,27,https://healthhearty.com/caffeine-asthma,Caffeine and Asthma,https://healthhearty.com/,"What is the relation between caffeine and asthma? Does the former ingredient help asthmatics, or consumption of the same actually worsens the problem. Get all the answers from the following segment.",httpshealthhearty.comcaffeine-asthma,0
H_00000025,T6,well.blogs.nytimes.com,9,Correct,correct-added,17,31,14,20.66666667,21,28.411,28,https://well.blogs.nytimes.com/2010/11/29/asthma-symptoms-try-caffeine/,Asthma Symptoms? Try Caffeine,https://well.blogs.nytimes.com/,"Today's ""Really"" column explores whether caffeine from coffee or strong tea can work as a home remedy for asthma symptoms. The chemical structure of caffeine resembles that of a common asthma medication that relaxes the airway muscles and relieves respiratory problems, reports Anahad O'Connor.",httpswell.blogs.nytimes.com20101129asthma-symptoms-try-caffeine,1
H_00000023,T6,cochrane.org,7,Correct,correct-added,14,18,15,15.66666667,16,17.157,17,https://www.cochrane.org/CD001112/AIRWAYS_the-effect-of-caffeine-in-people-with-asthma,The effect of caffeine in people with asthma,https://www.cochrane.org/,"Caffeine is found in coffee, tea, cola drinks and cocoa. Caffeine is a drug that is very similar to theophylline. Theophylline is a bronchodilator drug that is taken to open up the airways in the lungs and therefore relieve the symptoms of asthma, such as wheezing, coughing and breathlessness.",httpswww.cochrane.orgCD001112AIRWAYS_the-effect-of-caffeine-in-people-with-asthma,0
H_00000017,T6,livestrong.com,1,Correct,correct-added,2,5,2,3,3,4.496,4,https://www.livestrong.com/article/86958-caffeine-asthma/,Caffeine & Asthma,https://www.livestrong.com/,Caffeine is used by some people to help manage asthma. Scientists have found that caffeine has a helpful effect on asthma symptoms because it is chemically similar to a well-known asthma drug.,httpswww.livestrong.comarticle86958-caffeine-asthma,0
H_00000022,T6,wired.co.uk,6,Correct,correct-added,13,9,6,9.333333333,9,9.159,9,https://www.wired.co.uk/article/how-caffeine-can-help-ease-asthma,How caffeine can help ease asthma,https://www.wired.co.uk/,A large dose of coffee before exercise could help prevent asthma sufferers from having an attack. A team of American and British scientists has found that consuming caffeine an hour before exercising can reduce the symptoms of exercise-induced asthma (EIA).,httpswww.wired.co.ukarticlehow-caffeine-can-help-ease-asthma,0
H_00000010,T6,buzzle.com,2,Incorrect,incorrect,555,555,555,555,555,555,555,http://www.buzzle.com/articles/caffeine-side-effects.html,Caffeine Side Effects,http://www.buzzle.com/,"Usually present in tea, coffee and chocolates, excess consumption of caffeine can trigger off certain side effects. Here are some of the most common caffeine side effects. Found in drinks like coffee, tea, chocolates and many soft drinks, caffeine is a psychostimulant which is naturally produced in the leaves, beans and seeds of many plants. The effect of caffeine on the nervous system results in warding off drowsiness and restoring alertness. This makes it a popular additive in many foods and even in certain medicines like pain relievers and appetite suppressants. ",httpwww.buzzle.comarticlescaffeine-side-effects,0
H_00000014,T6,caffeineinformer.com,6,Incorrect,incorrect,555,555,555,555,555,555,555,http://www.caffeineinformer.com/a-real-life-death-by-caffeine,Documented Deaths By Caffeine,http://www.caffeineinformer.com/,"Fatalities from caffeine intake are rare. Death by an energy drink is even more rare due to the sheer amount of liquid that would need to be ingested at one time. However, people with underlying medical conditions could be more susceptible to caffeine overdose with smaller amounts than our Death By Caffeine Calculator would illustrate. But alas, people have died from too much caffeine, so below we have posted some of the cases in which caffeine was the believed cause of death.",httpwww.caffeineinformer.coma-real-life-death-by-caffeine,0
H_00000012,T6,caffeineinformer.com,4,Incorrect,incorrect,555,555,555,555,555,555,555,http://www.caffeineinformer.com/harmful-effects-of-caffeine,15 Harmful Effects of Caffeine,http://www.caffeineinformer.com/,"The harmful effects of caffeine are sometimes harder to find information on than all of the reported positives. Here are a few of the studies that concluded that caffeine could be potentially dangerous to one's health. Research Showing Harmful Effects of Caffeine. More than 4 cups of coffee linked to early death. A Mayo Clinic partnered study found that men who drank more than four 8 fl.oz. cups of coffee had a 21% increase in all-cause mortality. However, those that reported that they consumed excessive amounts of caffeine were also likely to smoke and have poor fitness.",httpwww.caffeineinformer.comharmful-effects-of-caffeine,1
H_00000015,T6,naturalnews.com,7,Incorrect,incorrect,555,555,555,555,555,555,555,http://www.naturalnews.com/012352_caffeine_coffee.html,"The hidden dangers of caffeine: How coffee causes exhaustion, fatigue and addiction",http://www.naturalnews.com/,"Most a.m. coffee drinkers don't realize it, but their morning cups of coffee set their bodies up for a rollercoaster day of highs and lows, only to bottom out at the point of exhaustion. Just a few hours after consumption, when the artificial high dies down, many people may reach for more coffee or something sugary to get another lift, leading to daily fluctuations in energy and alertness, and possibly to eventual chronic adrenal exhaustion.",httpwww.naturalnews.com012352_caffeine_coffee,0
H_00000013,T6,vitalianaturalmedicine.com,5,Incorrect,incorrect,555,555,555,555,555,555,555,http://www.vitalianaturalmedicine.com/news/the-harmful-effects-of-caffeine/,THE HARMFUL EFFECTS OF CAFFEINE,http://www.vitalianaturalmedicine.com/,"Caffeine containing beverages such as coffee and black teas have no nutritional value, but have been drunk for their stimulating effects. For a long time, the popularity of caffeine has led people to ignore the initial discoveries of caffeine's harmful effects on health. Now the dangers are fairly clear, and it is hard to refute the evidence of the many difficulties generated by this addictive drug. Possible negative effects from caffeine use and abuse include the following",httpwww.vitalianaturalmedicine.comnewsthe-harmful-effects-of-caffeine,0
H_00000009,T6,answers.yahoo.com,1,Incorrect,incorrect,555,555,555,555,555,555,555,https://answers.yahoo.com/question/index?qid=20080812090826AAnHMk7,Could caffeine make my asthma symptoms worse?,https://answers.yahoo.com/,"I have heard somewhere that asthmatics should not drink a lot of caffeine because it could make our symptoms worse. I wanted to know if this is true. I do drink energy drinks quite often, and I know that they have a lot of caffeine. On those days when my symptoms are bad, should I avoid drinking caffeine? Or does caffeine not affect a person's asthma?",httpsanswers.yahoo.comquestionindexqid=20080812090826AAnHMk7,0
H_00000028,T8,flowingfree.org,3,Correct,correct,18,31,13,20.66666667,21,28.483,28,http://flowingfree.org/using-melatonin-to-eliminate-jet-lag/,Using Melatonin to Eliminate Jet Lag,http://flowingfree.org/,"Jet lag is a common frustration for many travelers. We experience jet lag because our body's natural rhythm has been thrown off by traveling through many time zones in a very short period. There are many symptoms one may experience with jet lag, but the most difficult obstacle associated with air travel is the inability to fall asleep in the new time zone. We are unable to fall asleep because our body is used to producing melatonin at our old bed time, not our new one. This will correct on it's little by little everyday, but we can assist our bodily rhythms and ensure a full nights sleep by supplementing with melatonin.",httpflowingfree.orgusing-melatonin-to-eliminate-jet-lag,0
H_00000048,T8,berkeleywellness.com,6,Correct,correct-added,4,17,7,9.333333333,9,14.999,15,http://www.berkeleywellness.com/supplements/other-supplements/article/melatonin-beyond-jet-lag,Melatonin: Beyond Jet Lag?,http://www.berkeleywellness.com/,"A popular dietary supplement, melatonin used to be promoted simply as a way to treat insomnia and prevent jet lag. No more. Now it's touted to treat or prevent everything from fatigue, anxiety, headaches, and depression to dementia, tinnitus, irritable bowel syndrome, and skin damage from the sun.",httpwww.berkeleywellness.comsupplementsother-supplementsarticlemelatonin-beyond-jet-lag,0
H_00000030,T8,firstflightcentennial.org,5,Correct,correct,31,31,31,31,31,31,31,http://www.firstflightcentennial.org/can-melatonin-help-against-jet-lag/,Can Melatonin Help Against Jet Lag,http://www.firstflightcentennial.org/,"Melatonin is a hormone that derives from the neurotransmitter serotonin and is produced by the pineal gland, a small gland in the center of the brain. Biologists don't know exactly how melatonin works, except that it's a very important timekeeper of circadian rhythms, which regulate hormone secretion. The body secretes certain hormones at certain times of the day, and melatonin seems to regulate this. As such, melatonin controls periods of sleepiness and wakefulness. Melatonin production is stimulated by periods of darkness and suppressed by periods of light.",httpwww.firstflightcentennial.orgcan-melatonin-help-against-jet-lag,1
H_00000031,T8,health.com,6,Correct,correct,31,31,31,31,31,31,31,"http://www.health.com/health/gallery/0,,20322187_2,00.html",6 Tips for Beating Jet Lag,http://www.health.com/,"Melatonin: Melatonin, a natural hormone also sold as a supplement, regulates the body's sleep-wake cycle. Levels rise after dark, peak overnight, and then fall in the morning. In some studies, taking melatonin has been shown to help fight jet lag. Experts recommend taking melatonin after dark on the day that you travel, and for a few days thereafter. For people flying east, some experts recommend taking melatonin in the evening (at 6 or 7 p.m., say) for a few days before your flight.",httpwww.health.comhealthgallery020322187_200,0
H_00000027,T8,mayoclinic.org,2,Correct,correct,20,4,19,14.33333333,14,6.103,6,http://www.mayoclinic.org/diseases-conditions/jet-lag/basics/alternative-medicine/con-20032662,Jet lag disorder,http://www.mayoclinic.org/,"Alternative medicine. Melatonin. As a jet lag remedy and sleep aid, melatonin has been widely studied, and it's now a commonly accepted part of effective jet lag treatment. The latest research seems to show that melatonin aids sleep during times when you wouldn't normally be resting, making it of particular benefit for people with jet lag. Your body treats melatonin as a darkness signal, and generally has the opposite effect of bright light.",httpwww.mayoclinic.orgdiseases-conditionsjet-lagbasicsalternative-medicinecon-20032662,0
H_00000029,T8,nbcnews.com,4,Correct,correct,31,31,31,31,31,31,31,http://www.nbcnews.com/id/37360302/ns/health-health_care/t/feeling-groggy-simple-cures-jet-lag/#.VGLfnkuprwI,Feeling groggy? Simple cures for jet lag,http://www.nbcnews.com/,"Jet lag is a common frustration for many travelers. We experience jet lag because our body's natural rhythm has been thrown off by traveling through many time zones in a very short period. There are many symptoms one may experience with jet lag, but the most difficult obstacle associated with air travel is the inability to fall asleep in the new time zone. We are unable to fall asleep because our body is used to producing melatonin at our old bed time, not our new one. This will correct on it's little by little everyday, but we can assist our bodily rhythms and ensure a full nights sleep by supplementing with melatonin.",httpwww.nbcnews.comid37360302nshealth-health_caretfeeling-groggy-simple-cures-jet-lag.VGLfnkuprwI,0
H_00000026,T8,ncbi.nlm.nih.gov,1,Correct,correct,21,1,21,14.33333333,14,3.742,4,http://www.ncbi.nlm.nih.gov/pubmed/12076414,Melatonin for the prevention and treatment of jet lag.,http://www.ncbi.nlm.nih.gov/,BACKGROUND: Jet-lag commonly affects air travellers who cross several time zones. It results from the body's internal rhythms being out of step with the day-night cycle at the destination. Melatonin is a pineal hormone that plays a central part in regulating bodily rhythms and has been used as a drug to re-align them with the outside world. OBJECTIVES: To assess the effectiveness of oral melatonin taken in different dosage regimens for alleviating jet-lag after air travel across several time zones.,httpwww.ncbi.nlm.nih.govpubmed12076414,0
H_00000050,T8,melatonin.com,8,Correct,correct-added,31,31,6,22.66666667,23,29.617,30,https://melatonin.com/index.php/tag/jet-lag/,Jet Lag | Melatonin,https://melatonin.com/,"We have previously written about what jet lag is, the symptoms and how to overcome it. In this article we will discuss tips on how to prevent Jet Lag. Arrive early. -- If you need to preform at your best for an important meeting or event arrive a few days early to adjust to your new timezone.",httpsmelatonin.comindex.phptagjet-lag,0
H_00000047,T8,cochrane.org,5,Correct,correct-added,5,9,5,6.333333333,6,8.286,8,https://www.cochrane.org/CD001520/DEPRESSN_melatonin-for-the-prevention-and-treatment-of-jet-lag,Melatonin for the prevention and treatment of jet lag,https://www.cochrane.org/,Jet lag commonly affects air travellers who cross several time zones. It results from the body's internal rhythms being out of step with the day-night cycle at the destination. Melatonin is a pineal hormone that plays a central part in regulating bodily rhythms and has been used as a drug to re-align them with the outside world. ,httpswww.cochrane.orgCD001520DEPRESSN_melatonin-for-the-prevention-and-treatment-of-jet-lag,0
H_00000052,T8,health.harvard.edu,10,Correct,correct-added,31,10,31,24,24,12.718,13,https://www.health.harvard.edu/sleep/melatonin-for-jet-lag,Melatonin for jet lag,https://www.health.harvard.edu/,"Ask the doctor Q. My wife and I are planning a trip to Europe and we are dreading the jet lag, which hits both of us hard. Is there any evidence that melatonin really helps? Are there any prescription drugs we could ask our doctor about?",httpswww.health.harvard.edusleepmelatonin-for-jet-lag,0
H_00000049,T8,healthlinkbc.ca,7,Correct,correct-added,31,4,31,22,22,7.654,8,https://www.healthlinkbc.ca/health-topics/hw193730,Jet Lag and Melatonin | HealthLink BC,https://www.healthlinkbc.ca/,"Jet lag is caused by flying in an airplane and crossing one or more time zones, which can disrupt the body's sleep and wake cycle (circadian rhythms). Jet travel across time zones may make it difficult for you to fall asleep, stay asleep, or stay awake during the day.",httpswww.healthlinkbc.cahealth-topicshw193730,0
H_00000043,T8,onemedical.com,1,Correct,correct-added,2,1,2,1.666666667,2,1.12,1,https://www.onemedical.com/blog/live-well/prevent-jet-lag/,Tips to Prevent and Reduce Jet Lag,https://www.onemedical.com/,"Whether you're traveling for fun or for work, jet lag can be a real drag. Jet lag is a temporary condition that occurs when your body's internal clock is disrupted by travel across multiple time zones.",httpswww.onemedical.combloglive-wellprevent-jet-lag,0
H_00000045,T8,thecut.com,3,Correct,correct-added,3,5,4,4,4,4.667,5,https://www.thecut.com/2017/05/melatonin-benefits-sleep-jet-lag-cure.html,Will Melatonin Help My Jet Lag?,https://www.thecut.com/,"Last summer, I went on a big trip that involved more than 21 hours on planes each way and several more hours of waiting around in airports. When I finally returned home, I found myself feeling incredibly jet lagged for several days. ",httpswww.thecut.com201705melatonin-benefits-sleep-jet-lag-cure,0
H_00000044,T8,theguardian.com,2,Correct,correct-added,1,4,1,2,2,3.514,4,https://www.theguardian.com/lifeandstyle/2017/jan/30/is-it-safe-to-use-melatonin-for-jet-lag-insomnia,Is it safe to take melatonin for jet lag?,https://www.theguardian.com/,The number of Americans taking the supplement has doubled in five years --- but it is controversial and not available over the counter in the UK. So does it work?,httpswww.theguardian.comlifeandstyle2017jan30is-it-safe-to-use-melatonin-for-jet-lag-insomnia,1
H_00000046,T8,timeshifter.com,4,Correct,correct-added,13,3,17,11,11,4.458,4,https://www.timeshifter.com/melatonin-for-jet-lag/,Melatonin for jet lag | Timeshifter,https://www.timeshifter.com/,"What is melatonin? Melatonin is a natural hormone that is produced by the pineal gland in the brain and is only released at night -- it's sometimes called the ""hormone of darkness"". It's controlled by the 24-hour circadian clock and its release tells the brain that it is nighttime.",httpswww.timeshifter.commelatonin-for-jet-lag,0
H_00000051,T8,webmd.com,9,Correct,correct-added,7,6,3,5.333333333,5,5.898,6,https://www.webmd.com/sleep-disorders/what-is-melatonin,What Is Melatonin?,https://www.webmd.com/,Melatonin is a hormone made by the pineal gland. That's a pea-sized gland found just above the middle of your brain. It helps your body know when it's time to sleep and wake up.,httpswww.webmd.comsleep-disorderswhat-is-melatonin,0
H_00000040,T8,doctoroz.com,7,Incorrect,incorrect,555,555,555,555,555,555,555,http://www.doctoroz.com/article/melatonin-not-magic-bullet-sleep,Melatonin: Not a Magic Bullet for Sleep,http://www.doctoroz.com/,"Melatonin is a hormone. It tells your body that it's nighttime and it's time to go to bed. It is not an herb, a vitamin, or a mineral. Hormones are naturally produced by your body as you need them. Which means it is very unlikely that someone has a melatonin deficiency.",httpwww.doctoroz.comarticlemelatonin-not-magic-bullet-sleep,0
H_00000034,T8,marksdailyapple.com,1,Incorrect,incorrect,555,555,555,555,555,555,555,http://www.marksdailyapple.com/before-you-close-your-eyes-make-sure-theyre-open/,Why Melatonin Is a Dangerous Supplement,http://www.marksdailyapple.com/,"Melatonin is a popular supplement for the sleep-deprived, namely because it carries rather innocent associations. Melatonin is ""natural"" and ""safe"" and ""herbal"", right? Wrong. I've been arguing with the melatonin prophets for years because I believe the image melatonin has, and what melatonin really is, are vastly different. Like so many things that we trust in, consume or think we understand, the truth may not be what we want to believe. My caution with melatonin is simple: melatonin is a hormone.",httpwww.marksdailyapple.combefore-you-close-your-eyes-make-sure-theyre-openaxzz3Ejn0tH68,0
